"","d_name","rep_name","mod","aic","aicc","topt"
"335","gr7b05","R2","quadratic_2008",-11.0764644462474,2.25686888708597,21.36
"336","gr7b05","R3","quadratic_2008",-11.2260759304759,2.10725740285748,21.48
"337","lmer","R1","lactin2_1995",-21.0781679605448,8.9218320394552,20.89
"338","lmer","R2","lactin2_1995",-21.0890475021341,8.91095249786592,20.88
"339","lmer","R3","lactin2_1995",-21.5925390361234,8.40746096387656,20.86
"340","lm","R1","lactin2_1995",-21.0792566613397,8.92074333866026,20.96
"341","lm","R2","lactin2_1995",-20.6729794225498,9.32702057745022,20.77
"342","lm","R3","lactin2_1995",-21.7225705297056,8.27742947029442,20.9
"343","lmer1","R1","lactin2_1995",-13.1531379135228,16.8468620864772,21.94
"344","lmer1","R2","lactin2_1995",-13.1229913487037,16.8770086512963,21.94
"345","lmer1","R3","lactin2_1995",-13.4950275201308,16.5049724798692,21.92
"346","lm1","R1","lactin2_1995",-13.5885007277722,16.4114992722278,22
"347","lm1","R2","lactin2_1995",-12.7960980202696,17.2039019797304,21.9
"348","lm1","R3","lactin2_1995",-13.3154277248487,16.6845722751513,21.89
